Time,Max Error
0.0,0.00652757589828501
0.01,0.01387928438058672
0.02,0.021682151597354204
0.03,0.02955189044714568
0.04,0.03265024675223893
0.05,0.04051998560203052
0.06,0.044411917178480254
0.07,0.044411917178480365
0.08,0.0445777012649935
0.09,0.05026314055647496
0.1,0.05304580779656354
0.11,0.05957574277578925
0.12,0.06346767435223899
0.13,0.06735960592868873
0.14,0.06585367911058093
0.15,0.0693188977302337
0.16,0.07321082930668332
0.17,0.07599349654677184
0.18,0.07681516974649666
0.19,0.07664855296434431
0.2,0.07698095383300979
0.21,0.0802224055471932
0.22,0.08434125695213049
0.23,0.08602341705751923
0.24,0.08622801952931351
0.25,0.08593750000000006
0.26,0.08614210247179457
0.27,0.0858515829424811
0.28,0.0860561854142754
0.29,0.08383209551966433
0.3,0.08708154616699049
0.31,0.08399696936671514
0.32,0.0817624302713359
0.33,0.0845450975114247
0.34,0.08241803680290594
0.35000000000000003,0.08408974770752664
0.36,0.0691790415612481
0.37,0.07085075246586903
0.38,0.06658790910741774
0.39,0.0662973895781046
0.4,0.06650199204989904
0.41000000000000003,0.0681841521552875
0.42,0.0644905035602249
0.43,0.06415425185326318
0.44,0.0602950219461863
0.45,0.05626085956637594
0.46,0.05174576248856999
0.47000000000000003,0.047626040506758005
0.48,0.04728978879979606
0.49,0.038374607636156965
0.5,0.03699401629515364
0.51,0.04512928438058661
0.52,0.04612972089858447
0.53,0.05609737953547145
0.54,0.06823438351192124
0.55,0.08386901629515364
0.56,0.08419178438058661
0.5700000000000001,0.08519222089858436
0.58,0.09515987953547178
0.59,0.09905181111192118
0.6,0.09937457919735448
0.61,0.10645074277578959
0.62,0.112715534489916
0.63,0.11549820173000458
0.64,0.11631987492972884
0.65,0.131778258147577
0.66,0.13210102623301018
0.67,0.1331014627510077
0.68,0.1430691213878949
0.6900000000000001,0.1469610529643442
0.7000000000000001,0.14679443618219162
0.71,0.1471273871648553
0.72,0.15281227634233985
0.73,0.16340744358242776
0.74,0.16324082680027596
0.75,0.1562500000000002
0.76,0.15998963321784754
0.77,0.1608113064175735
0.78,0.16359397365766137
0.79,0.16342735687550872
0.8,0.15739404616699043
0.81,0.15125325707161186
0.8200000000000001,0.144262430271336
0.8300000000000001,0.13801426182995358
0.84,0.13102343502967861
0.85,0.11818110226976675
0.86,0.11479365097799504
0.87,0.11757631821808334
0.88,0.12598663578586433
0.89,0.13385637463565597
0.9,0.13368975785350357
0.91,0.12669893105322805
0.92,0.11385659829331696
0.93,0.1039170375847982
0.9400000000000001,0.09777624848941935
0.9500000000000001,0.0889198738537636
0.96,0.09506066294914262
0.97,0.09489404616699038
0.98,0.08920860687550916
0.99,0.08221778007523378
1.0,0.08384975072868872
1.01,0.0995319895784802
1.02,0.0919946515973542
1.03,0.09515987953547156
1.04,0.10296274675223904
1.05,0.1108324856020304
1.06,0.11472441717848003
1.07,0.11858774675223893
1.08,0.12247967832868889
1.09,0.12838814055647474
1.1,0.131778258147577
1.11,0.1395811253643443
1.12,0.14745086421413567
1.1300000000000001,0.14745086421413622
1.1400000000000001,0.1473936253643443
1.1500000000000001,0.15525639773023325
1.16,0.1633510262330109
1.17,0.16435146275100837
1.18,0.17431912138789502
1.19,0.17821105296434503
1.2,0.17804443618219323
1.21,0.17653850936408502
1.22,0.17624977634233996
1.23,0.18684494358242787
1.24,0.18667832680027607
1.25,0.1796875000000012
1.26,0.17952088321784854
1.27,0.17935426643569588
1.28,0.17921897365766062
1.29,0.17905235687551058
1.3,0.18266987385376376
1.31,0.18250325707161197
1.32,0.17551243027133695
1.33,0.1692642618299529
1.34,0.16227343502967795
1.35,0.14943110226976675
1.36,0.14948137463565614
1.37,0.14931475785350423
1.3800000000000001,0.14232393105322805
1.3900000000000001,0.14948137463565564
1.4000000000000001,0.149314757853503
1.41,0.14232393105322938
1.42,0.1345017982699962
1.43,0.1323569204668406
1.44,0.12536609366656548
1.45,0.12016987385376349
1.46,0.12000325707161141
1.47,0.11301243027133612
1.48,0.11588943141757262
1.49,0.11767593963542053
1.5,0.1171875
1.51,0.11702088321784788
1.52,0.10862972089858436
1.53,0.12640987953547156
1.54,0.1303018111119214
1.55,0.1310571515973542
1.56,0.13205758811535218
1.57,0.14396553448991534
1.58,0.15456070173000402
1.59,0.1631948749297295
1.6,0.17865325814757693
1.61,0.17848664136542497
1.62,0.17149581456514978
1.6300000000000001,0.1708883642141355
1.6400000000000001,0.1783209698154372
1.6500000000000001,0.18695514301516214
1.6600000000000001,0.20241352623301034
1.67,0.20341396275100837
1.68,0.21338162138789585
1.69,0.21727355296434442
1.7,0.21710693618219262
1.71,0.21011610938191908
1.72,0.20946022026870656
1.73,0.20733315956018827
1.74,0.21110411678215396
1.75,0.21093750000000042
1.76,0.21077088321784868
1.77,0.21060426643569688
1.78,0.20361343963542194
1.79,0.19662261283514704
1.8,0.20220112385376382
1.81,0.20594075707161202
1.82,0.20849337861210487
1.83,0.20832676182995452
1.84,0.20266942046684183
1.85,0.1958573569848383
1.86,0.20416887463565614
1.87,0.20400225785350323
1.8800000000000001,0.19629913578586417
1.8900000000000001,0.2041688746356563
1.9000000000000001,0.2040022578535038
1.9100000000000001,0.18919893105322838
1.92,0.1950235372489928
1.93,0.1948569204668406
1.94,0.18488926182995336
1.95,0.1904823738537636
1.96,0.1903157570716118
1.97,0.19093772365766115
1.98,0.19596755641757235
1.99,0.19580093963542056
2.0,0.1874999999999999
2.0100000000000002,0.18766661678215207
2.02,0.19465744358242704
2.0300000000000002,0.2074997763423391
2.04,0.21743933705085744
2.05,0.21727272026870578
2.06,0.22508605296434442
2.07,0.22491943618219246
2.08,0.2326857017300048
2.09,0.2413198749297295
2.1,0.2645907581475769
2.11,0.264424141365425
2.12,0.249620814565149
2.13,0.23677848180523892
2.14,0.2268389210967192
2.15,0.22069813200134072
2.16,0.2175491413654253
2.17,0.21527163675968244
2.18,0.2055691213878944
2.19,0.20946105296434608
2.2,0.20929443618219262
2.21,0.20962683705085844
2.22,0.20946022026870503
2.23,0.20733315956018838
2.24,0.2032916167821523
2.25,0.20312500000000233
2.2600000000000002,0.2029583832178488
2.27,0.20279176643569702
2.2800000000000002,0.18798843963542033
2.29,0.1751461068755091
2.3000000000000003,0.16944134274584394
2.31,0.16691094605395318
2.32,0.18505587861210787
2.33,0.18488926182995452
2.34,0.1700859350296796
2.35,0.15724360226976686
2.36,0.14885228879979662
2.37,0.1411632524658697
2.38,0.1464153632838664
2.39,0.13828009519843432
2.4,0.1540620791973527
2.41,0.15017014762090386
2.42,0.15582748898401666
2.43,0.1711297208985837
2.44,0.20137928438058583
2.45,0.19324401629515342
2.46,0.1776093835119209
2.47,0.1854791223617126
2.48,0.18547912236171238
2.49,0.17760938351192113
2.5,0.16199401629515353
2.5100000000000002,0.17012928438058672
2.52,0.14235764762090464
2.5300000000000002,0.14984737953547123
2.54,0.15373931111192118
2.5500000000000003,0.15223338429381295
2.56,0.1460925951984341
2.57,0.15177803448991656
2.58,0.17018570173000525
2.59,0.16319487492973028
2.6,0.16302825814757704
2.61,0.16286164136542625
2.62,0.1714958145651499
2.63,0.18209098180523836
2.64,0.17215142109671971
2.65,0.17382313200134084
2.66,0.1645047051832323
2.67,0.15277163675968208
2.68,0.13525662138789457
2.69,0.1391485529643447
2.7,0.15326762614623718
2.71,0.1531010093640886
2.72,0.16843727634234032
2.73,0.1790324435824291
2.74,0.17886582680027732
2.75,0.17187500000000244
2.7600000000000002,0.18733338321784715
2.77,0.1881550564175722
2.7800000000000002,0.19093772365766098
2.79,0.1907711068755092
2.8000000000000003,0.18864404616698754
2.81,0.17469075707161552
2.82,0.17318483025350784
2.83,0.15838150345322982
2.84,0.14553917069331834
2.85,0.14434149729121948
2.86,0.1405631596710296
2.87,0.1306032598684005
2.88,0.13472211127334022
2.89,0.13094377365314847
2.9,0.12279502194618652
2.91,0.11706515403114476
2.92,0.14033603724899302
2.93,0.14016942046683983
2.94,0.14210144703565603
2.95,0.14360737385376382
2.96,0.14974816294914275
2.97,0.14958154616699038
2.98,0.14389610687550922
2.99,0.15582748898401722
3.0,0.15482705246601958
3.0100000000000002,0.17794178438058672
3.02,0.1935571515973542
3.0300000000000002,0.20142689044714523
3.04,0.20142689044714523
3.0500000000000003,0.22480715159735376
3.06,0.21018258811535295
3.0700000000000003,0.2201502467522387
3.08,0.2261399889840191
3.09,0.23610764762090664
3.1,0.2399995791973546
3.11,0.23849365237924702
3.12,0.24120086421413633
3.13,0.25366330257534986
3.14,0.2642584698154361
3.15,0.2728926430151637
3.16,0.2961635262330094
3.17,0.29599690945085994
3.18,0.29150662138789757
3.19,0.2913400046057458
3.2,0.2796069361821929
3.21,0.27810100936408544
3.22,0.2778122763423404
3.23,0.2884074435824292
3.24,0.28824082680027746
3.25,0.27343750000000255
3.2600000000000002,0.27327088321784726
3.27,0.27409255641757235
3.2800000000000002,0.2768752236576611
3.29,0.2767086068755127
3.3000000000000003,0.27641987385376415
3.31,0.2762532570716156
3.3200000000000003,0.2788058786121066
3.33,0.27863926182995474
3.34,0.272981920466842
3.35,0.26616985698483997
3.36,0.2513665301845649
3.37,0.23852419742465103
3.38,0.229255911102756
3.39,0.22948675722421108
3.4,0.2274397578535039
3.41,0.21263643105323027
3.42,0.201715120464531
3.43,0.19605777910141642
3.44,0.1837137484894198
3.45,0.1748573738537637
3.46,0.17469075707161164
3.47,0.16520654616699026
3.48,0.17253005641757266
3.49,0.1723634396354205
3.5,0.19388955246601935
3.5100000000000002,0.17926498898401744
3.52,0.1892326476209042
3.5300000000000002,0.18890987953547167
3.54,0.20452524675223926
3.5500000000000003,0.21239498560203118
3.56,0.2123949856020314
3.5700000000000003,0.2045252467522387
3.58,0.1913434903603738
3.59,0.1936135689467734
3.6,0.20148330779656376
3.61,0.20148330779656376
3.62,0.1936135689467724
3.63,0.18634674743198448
3.64,0.18716842063170774
3.65,0.19315734136311322
3.66,0.21559440484511527
3.67,0.21903896275101004
3.68,0.22900662138789774
3.69,0.23289855296434792
3.7,0.232731936182193
3.71,0.22528690146312857
3.72,0.225085220268707
3.73,0.22295815956018875
